[GIN] 2025/11/29 - 15:31:41 | 200 |    1.809176ms |             ::1 | GET      "/api/admin/users"
[GIN] 2025/11/29 - 15:31:41 | 200 |    1.455179ms |             ::1 | GET      "/api/admin/users"
[GIN] 2025/11/29 - 15:31:41 | 204 |       4.689µs |             ::1 | OPTIONS  "/api/admin/notes"
[GIN] 2025/11/29 - 15:31:41 | 204 |        5.72µs |             ::1 | OPTIONS  "/api/admin/notes"
[GIN] 2025/11/29 - 15:31:41 | 200 |     925.648µs |             ::1 | GET      "/api/admin/notes"
[GIN] 2025/11/29 - 15:31:41 | 200 |     884.491µs |             ::1 | GET      "/api/admin/notes"
[GIN] 2025/11/29 - 15:31:41 | 204 |       3.356µs |             ::1 | OPTIONS  "/api/admin/notes/pending"
[GIN] 2025/11/29 - 15:31:41 | 200 |     850.139µs |             ::1 | GET      "/api/admin/notes/pending"
[GIN] 2025/11/29 - 15:31:41 | 200 |     845.257µs |             ::1 | GET      "/api/admin/notes/pending"
[GIN] 2025/11/29 - 15:31:41 | 204 |       3.266µs |             ::1 | OPTIONS  "/api/admin/slider"
[GIN] 2025/11/29 - 15:31:41 | 200 |     332.811µs |             ::1 | GET      "/api/admin/slider"
[GIN] 2025/11/29 - 15:31:41 | 200 |     378.603µs |             ::1 | GET      "/api/admin/slider"
[GIN] 2025/11/29 - 15:31:45 | 204 |       6.222µs |             ::1 | OPTIONS  "/api/slider"
[GIN] 2025/11/29 - 15:31:45 | 204 |       4.528µs |             ::1 | OPTIONS  "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:31:45 | 204 |       4.528µs |             ::1 | OPTIONS  "/api/notes/latest"
[GIN] 2025/11/29 - 15:31:45 | 204 |       3.086µs |             ::1 | OPTIONS  "/api/notes"
[GIN] 2025/11/29 - 15:31:45 | 204 |       3.426µs |             ::1 | OPTIONS  "/api/slider"
[GIN] 2025/11/29 - 15:31:45 | 204 |       3.376µs |             ::1 | OPTIONS  "/api/slider"
[GIN] 2025/11/29 - 15:31:45 | 204 |       3.908µs |             ::1 | OPTIONS  "/api/notes"
[GIN] 2025/11/29 - 15:31:45 | 204 |       3.988µs |             ::1 | OPTIONS  "/api/notes/latest"
[GIN] 2025/11/29 - 15:31:45 | 204 |       3.867µs |             ::1 | OPTIONS  "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:31:45 | 204 |       3.897µs |             ::1 | OPTIONS  "/api/slider"
[GIN] 2025/11/29 - 15:31:45 | 200 |    1.121774ms |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:45 | 200 |    1.427753ms |             ::1 | GET      "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:31:45 | 200 |    2.901729ms |             ::1 | GET      "/api/notes/latest"
[GIN] 2025/11/29 - 15:31:45 | 200 |   12.585482ms |             ::1 | GET      "/api/notes"
[GIN] 2025/11/29 - 15:31:45 | 200 |     376.024µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:45 | 200 |    1.005303ms |             ::1 | GET      "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:31:45 | 200 |    2.930981ms |             ::1 | GET      "/api/notes/latest"
[GIN] 2025/11/29 - 15:31:45 | 200 |   12.141706ms |             ::1 | GET      "/api/notes"
[GIN] 2025/11/29 - 15:31:45 | 200 |     241.037µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:31:45 | 200 |     285.914µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:32:08 | 204 |       7.685µs |             ::1 | OPTIONS  "/api/logout"
[GIN] 2025/11/29 - 15:32:08 | 200 |    1.591341ms |             ::1 | POST     "/api/logout"
[GIN] 2025/11/29 - 15:32:08 | 200 |    19.93921ms |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:32:08 | 200 |   29.027725ms |             ::1 | GET      "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:32:08 | 200 |   35.584901ms |             ::1 | GET      "/api/notes/latest"
[GIN] 2025/11/29 - 15:32:08 | 200 |   52.858082ms |             ::1 | GET      "/api/notes"
[GIN] 2025/11/29 - 15:32:08 | 200 |     635.376µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:32:08 | 200 |    1.478884ms |             ::1 | GET      "/api/notes/best-selling"
[GIN] 2025/11/29 - 15:32:08 | 200 |    8.286995ms |             ::1 | GET      "/api/notes/latest"
[GIN] 2025/11/29 - 15:32:09 | 200 |   13.061359ms |             ::1 | GET      "/api/notes"
[GIN] 2025/11/29 - 15:32:09 | 200 |     313.284µs |             ::1 | GET      "/api/slider"
[GIN] 2025/11/29 - 15:32:09 | 200 |     344.991µs |             ::1 | GET      "/api/slider"
